"geodatasource_country","geodatasource_region","amchart_country","amchart_id"
"SY","Al Ladhiqiyah","SY","SY-LA"
"SY","Al Qunaytirah","SY","SY-QU"
"SY","As Suwayda'","SY","SY-SU"
"SY","Dar'a","SY","SY-DR"
"SY","Dayr az Zawr","SY","SY-DY"
"SY","Dimashq","SY","SY-DI"
"SY","Halab","SY","SY-HL"
"SY","Hamah","SY","SY-HM"
"SY","Hims","SY","SY-HI"
"SY","Idlib","SY","SY-ID"
"SY","Rif Dimashq","SY","SY-RD"
"SY","Tartus","SY","SY-TA"
"SY","Ar Raqqah","SY","SY-RA"
"SZ","Hhohho","SZ","SZ-HH"
"SZ","Lubombo","SZ","SZ-LU"
"SZ","Manzini","SZ","SZ-MA"
"SZ","Shiselweni","SZ","SZ-SH"
"TC","Turks and Caicos Islands","TC","TC-03"
"TC","Turks and Caicos Islands","TC","TC-02"
"TC","Turks and Caicos Islands","TC","TC-01"
"TC","Turks and Caicos Islands","TC","TC-04"
"TC","Turks and Caicos Islands","TC","TC-05"
"TC","Turks and Caicos Islands","TC","TC-06"
"TD","Guera","TD","TD-GR"
"TD","Hadjer Lamis","TD","TD-HL"
"TD","Logone-Occidental","TD","TD-LO"
"TD","Mayo-Kebbi-Est","TD","TD-ME"
"TD","Ouaddai","TD","TD-OD"
"TD","Tibesti","TD","TD-TI"
"TD","Ville de Ndjamena","TD","TD-ND"
"TD","Wadi Fira","TD","TD-WF"
"TD","Bahr el Gazel","TD","TD-BG"
"TD","Batha","TD","TD-BA"
"TD","Borkou","TD","TD-BO"
"TD","Chari-Baguirmi","TD","TD-CB"
"TD","Kanem","TD","TD-KA"
"TD","Lac","TD","TD-LC"
"TD","Logone-Oriental","TD","TD-LR"
"TD","Mandoul","TD","TD-MA"
"TD","Mayo-Kebbi-Ouest","TD","TD-MO"
"TD","Moyen-Chari","TD","TD-MC"
"TD","Salamat","TD","TD-SA"
"TD","Sila","TD","TD-SI"
"TD","Tandjile","TD","TD-TA"
"TF","French Southern Territories","TF",""
"TG","Kara","TG","TG-K"
"TG","Maritime","TG","TG-M"
"TG","Plateaux","TG","TG-P"
"TG","Savanes","TG","TG-S"
"TG","Centrale","TG","TG-C"
"TH","Amnat Charoen","TH","TH-37"
"TH","Ang Thong","TH","TH-15"
"TH","Bueng Kan","TH","TH-38"
"TH","Buri Ram","TH","TH-31"
"TH","Chachoengsao","TH","TH-24"
"TH","Chai Nat","TH","TH-18"
"TH","Chaiyaphum","TH","TH-36"
"TH","Chanthaburi","TH","TH-22"
"TH","Chiang Mai","TH","TH-50"
"TH","Chiang Rai","TH","TH-57"
"TH","Chon Buri","TH","TH-20"
"TH","Chumphon","TH","TH-86"
"TH","Kalasin","TH","TH-46"
"TH","Kamphaeng Phet","TH","TH-62"
"TH","Kanchanaburi","TH","TH-71"
"TH","Khon Kaen","TH","TH-40"
"TH","Krabi","TH","TH-81"
"TH","Krung Thep Maha Nakhon","TH","TH-10"
"TH","Lampang","TH","TH-52"
"TH","Lamphun","TH","TH-51"
"TH","Loei","TH","TH-42"
"TH","Lop Buri","TH","TH-16"
"TH","Mae Hong Son","TH","TH-58"
"TH","Maha Sarakham","TH","TH-44"
"TH","Mukdahan","TH","TH-49"
"TH","Nakhon Nayok","TH","TH-26"
"TH","Nakhon Pathom","TH","TH-73"
"TH","Nakhon Phanom","TH","TH-48"
"TH","Nakhon Ratchasima","TH","TH-30"
"TH","Nakhon Sawan","TH","TH-60"
"TH","Nakhon Si Thammarat","TH","TH-80"
"TH","Nan","TH","TH-55"
"TH","Narathiwat","TH","TH-96"
"TH","Nong Bua Lam Phu","TH","TH-39"
"TH","Nong Khai","TH","TH-43"
"TH","Nonthaburi","TH","TH-12"
"TH","Pathum Thani","TH","TH-13"
"TH","Pattani","TH","TH-94"
"TH","Phangnga","TH","TH-82"
"TH","Phatthalung","TH","TH-93"
"TH","Phayao","TH","TH-56"
"TH","Phetchabun","TH","TH-67"
"TH","Phetchaburi","TH","TH-76"
"TH","Phichit","TH","TH-66"
"TH","Phitsanulok","TH","TH-65"
"TH","Phra Nakhon Si Ayutthaya","TH","TH-14"
"TH","Phrae","TH","TH-54"
"TH","Phuket","TH","TH-83"
"TH","Prachin Buri","TH","TH-25"
"TH","Prachuap Khiri Khan","TH","TH-77"
"TH","Ranong","TH","TH-85"
"TH","Ratchaburi","TH","TH-70"
"TH","Rayong","TH","TH-21"
"TH","Roi Et","TH","TH-45"
"TH","Sa Kaeo","TH","TH-27"
"TH","Sakon Nakhon","TH","TH-47"
"TH","Samut Prakan","TH","TH-11"
"TH","Samut Sakhon","TH","TH-74"
"TH","Samut Songkhram","TH","TH-75"
"TH","Saraburi","TH","TH-19"
"TH","Satun","TH","TH-91"
"TH","Si Sa Ket","TH","TH-33"
"TH","Sing Buri","TH","TH-17"
"TH","Songkhla","TH","TH-90"
"TH","Sukhothai","TH","TH-64"
"TH","Suphan Buri","TH","TH-72"
"TH","Surat Thani","TH","TH-84"
"TH","Surin","TH","TH-32"
"TH","Tak","TH","TH-63"
"TH","Trang","TH","TH-92"
"TH","Trat","TH","TH-23"
"TH","Ubon Ratchathani","TH","TH-34"
"TH","Udon Thani","TH","TH-41"
"TH","Uthai Thani","TH","TH-61"
"TH","Uttaradit","TH","TH-53"
"TH","Yala","TH","TH-95"
"TH","Yasothon","TH","TH-35"
"TJ","Dushanbe","TJ","TJ-RR"
"TJ","Khatlon","TJ","TJ-KT"
"TJ","Kuhistoni Badakhshon","TJ","TJ-GB"
"TJ","Nohiyahoi Tobei Jumhuri","TJ","TJ-RR"
"TJ","Sughd","TJ","TJ-SU"
"TK","Tokelau","TK","TK"
"TL","Ainaro","TL","TL-AN"
"TL","Cova Lima","TL","TL-CO"
"TL","Dili","TL","TL-DI"
"TL","Aileu","TL","TL-AL"
"TL","Baucau","TL","TL-BA"
"TL","Bobonaro","TL","TL-BO"
"TL","Ermera","TL","TL-ER"
"TL","Lautem","TL","TL-LA"
"TL","Liquica","TL","TL-LI"
"TL","Manatuto","TL","TL-MT"
"TL","Manufahi","TL","TL-MF"
"TL","Oecussi","TL","TL-OE"
"TL","Viqueque","TL","TL-VI"
"TM","Ahal","TM","TM-A"
"TM","Balkan","TM","TM-B"
"TM","Dasoguz","TM","TM-D"
"TM","Lebap","TM","TM-L"
"TM","Mary","TM","TM-M"
"TN","Beja","TN","TN-31"
"TN","Ben Arous","TN","TN-13"
"TN","Bizerte","TN","TN-23"
"TN","Gabes","TN","TN-81"
"TN","Gafsa","TN","TN-71"
"TN","Jendouba","TN","TN-32"
"TN","Kairouan","TN","TN-41"
"TN","Kasserine","TN","TN-42"
"TN","Kebili","TN","TN-73"
"TN","L'Ariana","TN","TN-12"
"TN","La Manouba","TN","TN-14"
"TN","Le Kef","TN","TN-33"
"TN","Mahdia","TN","TN-53"
"TN","Medenine","TN","TN-82"
"TN","Monastir","TN","TN-52"
"TN","Nabeul","TN","TN-21"
"TN","Sfax","TN","TN-61"
"TN","Sidi Bouzid","TN","TN-43"
"TN","Siliana","TN","TN-34"
"TN","Sousse","TN","TN-51"
"TN","Tataouine","TN","TN-83"
"TN","Tozeur","TN","TN-72"
"TN","Tunis","TN","TN-11"
"TN","Zaghouan","TN","TN-22"
"TO","Tongatapu","TO","TO-04"
"TO","Vava'u","TO","TO-05"
"TO","'Eua","TO","TO-01"
"TO","Ha'apai","TO","TO-02"
"TO","Niuas","TO","TO-03"
"TR","Adana","TR","TR-01"
"TR","Adiyaman","TR","TR-02"
"TR","Afyonkarahisar","TR","TR-03"
"TR","Agri","TR","TR-04"
"TR","Aksaray","TR","TR-68"
"TR","Amasya","TR","TR-05"
"TR","Ankara","TR","TR-06"
"TR","Antalya","TR","TR-07"
"TR","Ardahan","TR","TR-75"
"TR","Artvin","TR","TR-08"
"TR","Aydin","TR","TR-09"
"TR","Balikesir","TR","TR-10"
"TR","Bartin","TR","TR-74"
"TR","Batman","TR","TR-72"
"TR","Bayburt","TR","TR-69"
"TR","Bilecik","TR","TR-11"
"TR","Bingol","TR","TR-12"
"TR","Bitlis","TR","TR-13"
"TR","Bolu","TR","TR-14"
"TR","Burdur","TR","TR-15"
"TR","Bursa","TR","TR-16"
"TR","Canakkale","TR","TR-17"
"TR","Cankiri","TR","TR-18"
"TR","Corum","TR","TR-19"
"TR","Denizli","TR","TR-20"
"TR","Diyarbakir","TR","TR-21"
"TR","Duzce","TR","TR-81"
"TR","Edirne","TR","TR-22"
"TR","Elazig","TR","TR-23"
"TR","Erzincan","TR","TR-24"
"TR","Erzurum","TR","TR-25"
"TR","Eskisehir","TR","TR-26"
"TR","Gaziantep","TR","TR-27"
"TR","Giresun","TR","TR-28"
"TR","Gumushane","TR","TR-29"
"TR","Hakkari","TR","TR-30"
"TR","Hatay","TR","TR-31"
"TR","Igdir","TR","TR-76"
"TR","Isparta","TR","TR-32"
"TR","Istanbul","TR","TR-34"
"TR","Izmir","TR","TR-35"
"TR","Kahramanmaras","TR","TR-46"
"TR","Karabuk","TR","TR-78"
"TR","Karaman","TR","TR-70"
"TR","Kars","TR","TR-36"
"TR","Kastamonu","TR","TR-37"
"TR","Kayseri","TR","TR-38"
"TR","Kilis","TR","TR-79"
"TR","Kirikkale","TR","TR-71"
"TR","Kirklareli","TR","TR-39"
"TR","Kirsehir","TR","TR-40"
"TR","Kocaeli","TR","TR-41"
"TR","Konya","TR","TR-42"
"TR","Kutahya","TR","TR-43"
"TR","Malatya","TR","TR-44"
"TR","Manisa","TR","TR-45"
"TR","Mardin","TR","TR-47"
"TR","Mersin","TR","TR-33"
"TR","Mugla","TR","TR-48"
"TR","Mus","TR","TR-49"
"TR","Nevsehir","TR","TR-50"
"TR","Nigde","TR","TR-51"
"TR","Ordu","TR","TR-52"
"TR","Osmaniye","TR","TR-80"
"TR","Rize","TR","TR-53"
"TR","Sakarya","TR","TR-54"
"TR","Samsun","TR","TR-55"
"TR","Sanliurfa","TR","TR-63"
"TR","Siirt","TR","TR-56"
"TR","Sinop","TR","TR-57"
"TR","Sirnak","TR","TR-73"
"TR","Sivas","TR","TR-58"
"TR","Tekirdag","TR","TR-59"
"TR","Tokat","TR","TR-60"
"TR","Trabzon","TR","TR-61"
"TR","Tunceli","TR","TR-62"
"TR","Usak","TR","TR-64"
"TR","Van","TR","TR-65"
"TR","Yalova","TR","TR-77"
"TR","Yozgat","TR","TR-66"
"TR","Zonguldak","TR","TR-67"
"TT","Arima","TT","TT-ARI"
"TT","Chaguanas","TT","TT-CHA"
"TT","Couva-Tabaquite-Talparo","TT","TT-CTT"
"TT","Diego Martin","TT","TT-DMN"
"TT","Mayaro-Rio Claro","TT","TT-MRC"
"TT","Penal-Debe","TT","TT-PED"
"TT","Point Fortin","TT","TT-PTF"
"TT","Port of Spain","TT","TT-POS"
"TT","Princes Town","TT","TT-PRT"
"TT","San Fernando","TT","TT-SFO"
"TT","San Juan-Laventille","TT","TT-SJL"
"TT","Sangre Grande","TT","TT-SGE"
"TT","Siparia","TT","TT-SIP"
"TT","Tobago","TT","TT-TOB"
"TT","Tunapuna-Piarco","TT","TT-TUP"
"TV","Funafuti","TV","TV"
"TV","Nanumaga","TV","TV"
"TV","Nanumea","TV","TV"
"TV","Niutao","TV","TV"
"TV","Nui","TV","TV"
"TV","Nukufetau","TV","TV"
"TV","Nukulaelae","TV","TV"
"TV","Vaitupu","TV","TV"
"TW","Changhua","TW","TW-CHA"
"TW","Chiayi","TW","TW-CYQ"
"TW","Hsinchu","TW","TW-HSQ"
"TW","Hualien","TW","TW-HUA"
"TW","Kaohsiung","TW","TW-KHH"
"TW","Keelung","TW","TW-KEE"
"TW","Kinmen","TW","TW-KIN"
"TW","Lienchiang","TW","TW-LIE"
"TW","Miaoli","TW","TW-MIA"
"TW","Nantou","TW","TW-NAN"
"TW","New Taipei","TW","TW-NWT"
"TW","Penghu","TW","TW-PEN"
"TW","Pingtung","TW","TW-PIF"
"TW","Taichung","TW","TW-TXG"
"TW","Tainan","TW","TW-TNN"
"TW","Taipei","TW","TW-TPE"
"TW","Taitung","TW","TW-TTT"
"TW","Taoyuan","TW","TW-TAO"
"TW","Yilan","TW","TW-ILA"
"TW","Yunlin","TW","TW-YUN"
"TZ","Arusha","TZ","TZ-01"
"TZ","Dar es Salaam","TZ","TZ-02"
"TZ","Dodoma","TZ","TZ-03"
"TZ","Geita","TZ","TZ-27"
"TZ","Iringa","TZ","TZ-04"
"TZ","Kagera","TZ","TZ-05"
"TZ","Kaskazini Unguja","TZ","TZ-07"
"TZ","Katavi","TZ","TZ-28"
"TZ","Kigoma","TZ","TZ-08"
"TZ","Kilimanjaro","TZ","TZ-09"
"TZ","Kusini Pemba","TZ","TZ-10"
"TZ","Kusini Unguja","TZ","TZ-11"
"TZ","Lindi","TZ","TZ-12"
"TZ","Manyara","TZ","TZ-26"
"TZ","Mara","TZ","TZ-13"
"TZ","Mbeya","TZ","TZ-14"
"TZ","Mjini Magharibi","TZ","TZ-15"
"TZ","Morogoro","TZ","TZ-16"
"TZ","Mtwara","TZ","TZ-17"
"TZ","Mwanza","TZ","TZ-18"
"TZ","Njombe","TZ","TZ-29"
"TZ","Pwani","TZ","TZ-19"
"TZ","Rukwa","TZ","TZ-20"
"TZ","Ruvuma","TZ","TZ-21"
"TZ","Shinyanga","TZ","TZ-22"
"TZ","Simiyu","TZ","TZ-30"
"TZ","Singida","TZ","TZ-23"
"TZ","Tabora","TZ","TZ-24"
"TZ","Tanga","TZ","TZ-25"
"TZ","Kaskazini Pemba","TZ","TZ-06"
"UA","Avtonomna Respublika Krym","UA","UA-43"
"UA","Cherkaska oblast","UA","UA-71"
"UA","Chernihivska oblast","UA","UA-74"
"UA","Chernivetska oblast","UA","UA-77"
"UA","Dnipropetrovska oblast","UA","UA-12"
"UA","Donetska oblast","UA","UA-14"
"UA","Ivano-Frankivska oblast","UA","UA-26"
"UA","Kharkivska oblast","UA","UA-63"
"UA","Khersonska oblast","UA","UA-65"
"UA","Khmelnytska oblast","UA","UA-68"
"UA","Kirovohradska oblast","UA","UA-35"
"UA","Kyiv","UA","UA-30"
"UA","Kyivska oblast","UA","UA-32"
"UA","Luhanska oblast","UA","UA-09"
"UA","Lvivska oblast","UA","UA-46"
"UA","Mykolaivska oblast","UA","UA-48"
"UA","Odeska oblast","UA","UA-51"
"UA","Poltavska oblast","UA","UA-53"
"UA","Rivnenska oblast","UA","UA-56"
"UA","Sevastopol","UA","UA-40"
"UA","Sumska oblast","UA","UA-59"
"UA","Ternopilska oblast","UA","UA-61"
"UA","Vinnytska oblast","UA","UA-05"
"UA","Volynska oblast","UA","UA-07"
"UA","Zakarpatska oblast","UA","UA-21"
"UA","Zaporizka oblast","UA","UA-23"
"UA","Zhytomyrska oblast","UA","UA-18"
"UG","Amuru","UG","UG-316"
"UG","Arua","UG","UG-303"
"UG","Buikwe","UG","UG-117"
"UG","Buliisa","UG","UG-416"
"UG","Buvuma","UG","UG-120"
"UG","Gomba","UG","UG-121"
"UG","Gulu","UG","UG-304"
"UG","Jinja","UG","UG-204"
"UG","Kabale","UG","UG-404"
"UG","Kabarole","UG","UG-405"
"UG","Kampala","UG","UG-102"
"UG","Kasese","UG","UG-406"
"UG","Kyenjojo","UG","UG-415"
"UG","Lira","UG","UG-307"
"UG","Luwero","UG","UG-104"
"UG","Masaka","UG","UG-105"
"UG","Mbale","UG","UG-209"
"UG","Mbarara","UG","UG-410"
"UG","Moyo","UG","UG-309"
"UG","Mpigi","UG","UG-106"
"UG","Mukono","UG","UG-108"
"UG","Nwoya","UG","UG-328"
"UG","Soroti","UG","UG-211"
"UG","Wakiso","UG","UG-113"
"UG","Abim","UG","UG-314"
"UG","Adjumani","UG","UG-301"
"UG","Agago","UG","UG-322"
"UG","Alebtong","UG","UG-323"
"UG","Amolatar","UG","UG-315"
"UG","Amudat","UG","UG-324"
"UG","Amuria","UG","UG-216"
"UG","Apac","UG","UG-302"
"UG","Budaka","UG","UG-217"
"UG","Bududa","UG","UG-218"
"UG","Bugiri","UG","UG-201"
"UG","Buhweju","UG","UG-420"
"UG","Bukedea","UG","UG-219"
"UG","Bukomansibi","UG","UG-118"
"UG","Bukwa","UG","UG-220"
"UG","Bulambuli","UG","UG-225"
"UG","Bundibugyo","UG","UG-401"
"UG","Bushenyi","UG","UG-402"
"UG","Busia","UG","UG-202"
"UG","Butaleja","UG","UG-221"
"UG","Buyende","UG","UG-226"
"UG","Dokolo","UG","UG-317"
"UG","Hoima","UG","UG-403"
"UG","Ibanda","UG","UG-417"
"UG","Iganga","UG","UG-203"
"UG","Isingiro","UG","UG-418"
"UG","Kaabong","UG","UG-318"
"UG","Kaberamaido","UG","UG-213"
"UG","Kalangala","UG","UG-101"
"UG","Kaliro","UG","UG-222"
"UG","Kalungu","UG","UG-122"
"UG","Kamuli","UG","UG-205"
"UG","Kamwenge","UG","UG-413"
"UG","Kanungu","UG","UG-414"
"UG","Kapchorwa","UG","UG-206"
"UG","Katakwi","UG","UG-207"
"UG","Kayunga","UG","UG-112"
"UG","Kibaale","UG","UG-407"
"UG","Kiboga","UG","UG-103"
"UG","Kibuku","UG","UG-227"
"UG","Kiruhura","UG","UG-419"
"UG","Kiryandongo","UG","UG-421"
"UG","Kisoro","UG","UG-408"
"UG","Kitgum","UG","UG-305"
"UG","Koboko","UG","UG-319"
"UG","Kole","UG","UG-325"
"UG","Kotido","UG","UG-306"
"UG","Kumi","UG","UG-208"
"UG","Kween","UG","UG-228"
"UG","Kyankwanzi","UG","UG-123"
"UG","Kyegegwa","UG","UG-422"
"UG","Lamwo","UG","UG-326"
"UG","Luuka","UG","UG-229"
"UG","Lwengo","UG","UG-124"
"UG","Lyantonde","UG","UG-114"
"UG","Manafwa","UG","UG-223"
"UG","Maracha","UG","UG-320"
"UG","Masindi","UG","UG-409"
"UG","Mayuge","UG","UG-214"
"UG","Mitooma","UG","UG-423"
"UG","Mityana","UG","UG-115"
"UG","Moroto","UG","UG-308"
"UG","Mubende","UG","UG-107"
"UG","Nakapiripirit","UG","UG-311"
"UG","Nakaseke","UG","UG-116"
"UG","Nakasongola","UG","UG-109"
"UG","Namayingo","UG","UG-230"
"UG","Namutumba","UG","UG-224"
"UG","Napak","UG","UG-327"
"UG","Nebbi","UG","UG-310"
"UG","Ngora","UG","UG-231"
"UG","Ntoroko","UG","UG-424"
"UG","Ntungamo","UG","UG-411"
"UG","Otuke","UG","UG-329"
"UG","Oyam","UG","UG-321"
"UG","Pader","UG","UG-312"
"UG","Pallisa","UG","UG-210"
"UG","Rakai","UG","UG-110"
"UG","Rubirizi","UG","UG-425"
"UG","Rukungiri","UG","UG-412"
"UG","Sembabule","UG","UG-111"
"UG","Serere","UG","UG-232"
"UG","Sheema","UG","UG-425"
"UG","Sironko","UG","UG-215"
"UG","Tororo","UG","UG-212"
"UG","Yumbe","UG","UG-313"
"UG","Zombo","UG","UG-330"
"UM","Palmyra Atoll","UM",""
"UM","Baker Island","UM","UM-FQ"
"UM","Howland Island","UM","UM-HQ"
"UM","Jarvis Island","UM","UM-DQ"
"US","Alabama","US","US-AL"
"US","Alaska","US","US-AK"
"US","Arizona","US","US-AZ"
"US","Arkansas","US","US-AR"
"US","California","US","US-CA"
"US","Colorado","US","US-CO"
"US","Connecticut","US","US-CT"
"US","Delaware","US","US-DE"
"US","District of Columbia","US","US-DC"
"US","Florida","US","US-FL"
"US","Georgia","US","US-GA"
"US","Hawaii","US","US-HI"
"US","Idaho","US","US-ID"
"US","Illinois","US","US-IL"
"US","Indiana","US","US-IN"
"US","Iowa","US","US-IA"
"US","Kansas","US","US-KS"
"US","Kentucky","US","US-KY"
"US","Louisiana","US","US-LA"
"US","Maine","US","US-ME"
"US","Maryland","US","US-MD"
"US","Massachusetts","US","US-MA"
"US","Michigan","US","US-MI"
"US","Minnesota","US","US-MN"
"US","Mississippi","US","US-MS"
"US","Missouri","US","US-MO"
"US","Montana","US","US-MT"
"US","Nebraska","US","US-NE"
"US","Nevada","US","US-NV"
"US","New Hampshire","US","US-NH"
"US","New Jersey","US","US-NJ"
"US","New Mexico","US","US-NM"
"US","New York","US","US-NY"
"US","North Carolina","US","US-NC"
"US","North Dakota","US","US-ND"
"US","Ohio","US","US-OH"
"US","Oklahoma","US","US-OK"
"US","Oregon","US","US-OR"
"US","Pennsylvania","US","US-PA"
"US","Rhode Island","US","US-RI"
"US","South Carolina","US","US-SC"
"US","South Dakota","US","US-SD"
"US","Tennessee","US","US-TN"
"US","Texas","US","US-TX"
"US","Utah","US","US-UT"
"US","Vermont","US","US-VT"
"US","Virginia","US","US-VA"
"US","Washington","US","US-WA"
"US","West Virginia","US","US-WV"
"US","Wisconsin","US","US-WI"
"US","Wyoming","US","US-WY"
"UY","Artigas","UY","UY-AR"
"UY","Canelones","UY","UY-CA"
"UY","Cerro Largo","UY","UY-CL"
"UY","Colonia","UY","UY-CO"
"UY","Durazno","UY","UY-DU"
"UY","Flores","UY","UY-FS"
"UY","Florida","UY","UY-FD"
"UY","Lavalleja","UY","UY-LA"
"UY","Maldonado","UY","UY-MA"
"UY","Montevideo","UY","UY-MO"
"UY","Paysandu","UY","UY-PA"
"UY","Rio Negro","UY","UY-RN"
"UY","Rivera","UY","UY-RV"
"UY","Rocha","UY","UY-RO"
"UY","Salto","UY","UY-SA"
"UY","San Jose","UY","UY-SJ"
"UY","Soriano","UY","UY-SO"
"UY","Tacuarembo","UY","UY-TA"
"UY","Treinta y Tres","UY","UY-TT"
"UZ","Andijon","UZ","UZ-AN"
"UZ","Buxoro","UZ","UZ-BU"
"UZ","Farg'ona","UZ","UZ-FA"
"UZ","Jizzax","UZ","UZ-JI"
"UZ","Namangan","UZ","UZ-NG"
"UZ","Navoiy","UZ","UZ-NW"
"UZ","Qashqadaryo","UZ","UZ-QA"
"UZ","Qoraqalpog'iston Respublikasi","UZ","UZ-QR"
"UZ","Samarqand","UZ","UZ-SA"
"UZ","Surxondaryo","UZ","UZ-SU"
"UZ","Toshkent","UZ","UZ-TK"
"UZ","Xorazm","UZ","UZ-XO"
"UZ","Sirdaryo","UZ","UZ-SI"
"VA","Vatican City","VA","VA"
"VC","Charlotte","VC","VC-01"
"VC","Grenadines","VC","VC-06"
"VC","Saint David","VC","VC-03"
"VC","Saint George","VC","VC-04"
"VC","Saint Patrick","VC","VC-05"
"VE","Amazonas","VE","VE-Z"
"VE","Anzoategui","VE","VE-B"
"VE","Apure","VE","VE-C"
"VE","Aragua","VE","VE-D"
"VE","Barinas","VE","VE-E"
"VE","Bolivar","VE","VE-F"
"VE","Carabobo","VE","VE-G"
"VE","Cojedes","VE","VE-H"
"VE","Delta Amacuro","VE","VE-Y"
"VE","Distrito Capital","VE","VE-A"
"VE","Falcon","VE","VE-I"
"VE","Guarico","VE","VE-J"
"VE","Lara","VE","VE-K"
"VE","Merida","VE","VE-L"
"VE","Miranda","VE","VE-M"
"VE","Monagas","VE","VE-N"
"VE","Nueva Esparta","VE","VE-O"
"VE","Portuguesa","VE","VE-P"
"VE","Sucre","VE","VE-R"
"VE","Tachira","VE","VE-S"
"VE","Trujillo","VE","VE-T"
"VE","Vargas","VE","VE-X"
"VE","Yaracuy","VE","VE-U"
"VE","Zulia","VE","VE-V"
"VE","Dependencias Federales","VE","VE-W"
"VG","Virgin Islands, British","VG","VG"
"VI","Virgin Islands, U.S.","VI","VI-ST"
"VI","Virgin Islands, U.S.","VI","VI-SJ"
"VI","Virgin Islands, U.S.","VI","VI-SC"
"VN","An Giang","VN","VN-44"
"VN","Ba Ria - Vung Tau","VN","VN-43"
"VN","Bac Giang","VN","VN-54"
"VN","Bac Kan","VN","VN-53"
"VN","Bac Lieu","VN","VN-55"
"VN","Bac Ninh","VN","VN-56"
"VN","Ben Tre","VN","VN-50"
"VN","Binh Dinh","VN","VN-31"
"VN","Binh Duong","VN","VN-57"
"VN","Binh Phuoc","VN","VN-58"
"VN","Binh Thuan","VN","VN-40"
"VN","Ca Mau","VN","VN-59"
"VN","Can Tho","VN","VN-CT"
"VN","Cao Bang","VN","VN-04"
"VN","Da Nang","VN","VN-DN"
"VN","Dak Lak","VN","VN-33"
"VN","Dak Nong","VN","VN-72"
"VN","Dien Bien","VN","VN-71"
"VN","Dong Nai","VN","VN-39"
"VN","Dong Thap","VN","VN-45"
"VN","Gia Lai","VN","VN-30"
"VN","Ha Giang","VN","VN-03"
"VN","Ha Nam","VN","VN-63"
"VN","Ha Noi","VN","VN-HN"
"VN","Ha Tinh","VN","VN-23"
"VN","Hai Duong","VN","VN-61"
"VN","Hai Phong","VN","VN-HP"
"VN","Ho Chi Minh","VN","VN-SG"
"VN","Hoa Binh","VN","VN-14"
"VN","Hung Yen","VN","VN-66"
"VN","Khanh Hoa","VN","VN-34"
"VN","Kien Giang","VN","VN-47"
"VN","Kon Tum","VN","VN-28"
"VN","Lai Chau","VN","VN-01"
"VN","Lam Dong","VN","VN-35"
"VN","Lang Son","VN","VN-09"
"VN","Lao Cai","VN","VN-02"
"VN","Long An","VN","VN-41"
"VN","Nam Dinh","VN","VN-67"
"VN","Nghe An","VN","VN-22"
"VN","Ninh Binh","VN","VN-18"
"VN","Ninh Thuan","VN","VN-36"
"VN","Phu Tho","VN","VN-68"
"VN","Phu Yen","VN","VN-32"
"VN","Quang Binh","VN","VN-24"
"VN","Quang Nam","VN","VN-27"
"VN","Quang Ngai","VN","VN-29"
"VN","Quang Ninh","VN","VN-13"
"VN","Quang Tri","VN","VN-25"
"VN","Soc Trang","VN","VN-52"
"VN","Son La","VN","VN-05"
"VN","Tay Ninh","VN","VN-37"
"VN","Thai Binh","VN","VN-20"
"VN","Thai Nguyen","VN","VN-69"
"VN","Thanh Hoa","VN","VN-21"
"VN","Thua Thien-Hue","VN","VN-26"
"VN","Tien Giang","VN","VN-46"
"VN","Tra Vinh","VN","VN-51"
"VN","Tuyen Quang","VN","VN-07"
"VN","Vinh Long","VN","VN-49"
"VN","Vinh Phuc","VN","VN-70"
"VN","Yen Bai","VN","VN-06"
"VU","Sanma","VU","VU-SAM"
"VU","Shefa","VU","VU-SEE"
"VU","Tafea","VU","VU-TAE"
"VU","Malampa","VU","VU-MAP"
"VU","Penama","VU","VU-PAM"
"VU","Torba","VU","VU-TOB"
"WF","Sigave","WF","WF-SG"
"WF","Uvea","WF","WF-UV"
"WF","Alo","WF","WF-AL"
"WS","Tuamasaga","WS","WS-TU"
"WS","A'ana","WS","WS-AA"
"WS","Aiga-i-le-Tai","WS","WS-AL"
"WS","Atua","WS","WS-AT"
"WS","Fa'asaleleaga","WS","WS-FA"
"WS","Gagaifomauga","WS","WS-GI"
"WS","Palauli","WS","WS-PA"
"WS","Satupa'itea","WS","WS-SA"
"WS","Va'a-o-Fonoti","WS","WS-VF"
"WS","Vaisigano","WS","WS-VS"
"YE","'Adan","YE","YE-AD"
"YE","Al Hudaydah","YE","YE-HU"
"YE","Amanat al 'Asimah","YE","YE-SA"
"YE","Dhamar","YE","YE-DH"
"YE","Hadramawt","YE","YE-HD"
"YE","Lahij","YE","YE-LA"
"YE","Ma'rib","YE","YE-MA"
"YE","Shabwah","YE","YE-SH"
"YE","Ta'izz","YE","YE-TA"
"YE","'Amran","YE","YE-AM"
"YE","Abyan","YE","YE-AB"
"YE","Ad Dali'","YE","YE-DA"
"YE","Al Bayda'","YE","YE-BA"
"YE","Al Jawf","YE","YE-JA"
"YE","Al Mahrah","YE","YE-MR"
"YE","Al Mahwit","YE","YE-MW"
"YE","Hajjah","YE","YE-HJ"
"YE","Ibb","YE","YE-IB"
"YE","Raymah","YE","YE-RA"
"YE","Sa'dah","YE","YE-SD"
"YE","San'a'","YE","YE-SN"
"YT","Acoua","YT","YT"
"YT","Bandrele","YT","YT"
"YT","Mamoudzou","YT","YT"
